ITEM_NUM,AWARD_YEAR,ORIGIN_AIRPORT_ABBREV,DESTINATION_AIRPORT_ABBREV,ORIGIN_CITY_NAME,ORIGIN_STATE,ORIGIN_COUNTRY,DESTINATION_CITY_NAME,DESTINATION_STATE,DESTINATION_COUNTRY,AIRLINE_ABBREV,AWARDED_SERV,PAX_COUNT,YCA_FARE,_CA_FARE,BUSINESS_FARE,_CP_FARE,ORIGIN_AIRPORT_LOCATION,DESTINATION_AIRPORT_LOCATION,ORIGIN_CITY_STATE_AIRPORT,DESTINATION_CITY_STATE_AIRPORT,EFFECTIVE_DATE,EXPIRATION_DATE
2099,2024,ABQ,BDL,ALBUQUERQUE,NM,USA,HARTFORD,CT,USA,WN,C,133,364,111,0,0,ALBUQUERQUE,HARTFORD,ALBUQUERQUENM-ABQ,HARTFORDCT-BDL,10/1/23,9/30/24
2100,2024,ABQ,BFL,ALBUQUERQUE,NM,USA,BAKERSFIELD,CA,USA,AA,C,62,433,295,0,0,ALBUQUERQUE,BAKERSFIELD,ALBUQUERQUENM-ABQ,BAKERSFIELDCA-BFL,10/1/23,9/30/24
2101,2024,ABQ,BHM,ALBUQUERQUE,NM,USA,BIRMINGHAM,AL,USA,WN,C,161,278,97,0,0,ALBUQUERQUE,BIRMINGHAM,ALBUQUERQUENM-ABQ,BIRMINGHAMAL-BHM,10/1/23,9/30/24
2102,2024,ABQ,BIL,ALBUQUERQUE,NM,USA,BILLINGS,MT,USA,UA,C,173,218,0,0,0,ALBUQUERQUE,BILLINGS,ALBUQUERQUENM-ABQ,BILLINGSMT-BIL,10/1/23,9/30/24
2103,2024,ABQ,BIS,ALBUQUERQUE,NM,USA,BISMARCK,ND,USA,UA,C,75,352,0,0,0,ALBUQUERQUE,BISMARCK,ALBUQUERQUENM-ABQ,BISMARCKND-BIS,10/1/23,9/30/24
2104,2024,ABQ,BNA,ALBUQUERQUE,NM,USA,NASHVILLE,TN,USA,WN,C,515,298,65,0,0,ALBUQUERQUE,NASHVILLE,ALBUQUERQUENM-ABQ,NASHVILLETN-BNA,10/1/23,9/30/24
2106,2024,ABQ,BOI,ALBUQUERQUE,NM,USA,BOISE,ID,USA,WN,C,608,218,90,0,0,ALBUQUERQUE,BOISE,ALBUQUERQUENM-ABQ,BOISEID-BOI,10/1/23,9/30/24
2107,2024,ABQ,BOS,ALBUQUERQUE,NM,USA,BOSTON,MA,USA,AA,C,754,413,135,0,0,ALBUQUERQUE,BOSTON,ALBUQUERQUENM-ABQ,BOSTONMA-BOS,10/1/23,9/30/24
2109,2024,ABQ,BTR,ALBUQUERQUE,NM,USA,BATON ROUGE,LA,USA,AA,C,98,295,101,0,0,ALBUQUERQUE,BATON ROUGE,ALBUQUERQUENM-ABQ,BATON ROUGELA-BTR,10/1/23,9/30/24
2110,2024,ABQ,BTV,ALBUQUERQUE,NM,USA,BURLINGTON,VT,USA,UA,C,15,303,0,0,0,ALBUQUERQUE,BURLINGTON,ALBUQUERQUENM-ABQ,BURLINGTONVT-BTV,10/1/23,9/30/24
2111,2024,ABQ,BUF,ALBUQUERQUE,NM,USA,BUFFALO,NY,USA,WN,C,99,366,105,0,0,ALBUQUERQUE,BUFFALO,ALBUQUERQUENM-ABQ,BUFFALONY-BUF,10/1/23,9/30/24
2112,2024,ABQ,BWI,ALBUQUERQUE,NM,USA,WASHINGTON,DC,USA,WN,C,1877,465,99,0,0,ALBUQUERQUE,WASHINGTON,ALBUQUERQUENM-ABQ,WASHINGTONDC-BWI,10/1/23,9/30/24
2113,2024,ABQ,BZN,ALBUQUERQUE,NM,USA,BOZEMAN,MT,USA,WN,C,139,123,90,0,0,ALBUQUERQUE,BOZEMAN,ALBUQUERQUENM-ABQ,BOZEMANMT-BZN,10/1/23,9/30/24
2114,2024,ABQ,CAE,ALBUQUERQUE,NM,USA,COLUMBIA,SC,USA,AA,C,338,359,102,0,0,ALBUQUERQUE,COLUMBIA,ALBUQUERQUENM-ABQ,COLUMBIASC-CAE,10/1/23,9/30/24
2115,2024,ABQ,CHA,ALBUQUERQUE,NM,USA,CHATTANOOGA,TN,USA,AA,C,65,388,189,0,0,ALBUQUERQUE,CHATTANOOGA,ALBUQUERQUENM-ABQ,CHATTANOOGATN-CHA,10/1/23,9/30/24
2117,2024,ABQ,CHS,ALBUQUERQUE,NM,USA,CHARLESTON,SC,USA,WN,C,193,366,104,0,0,ALBUQUERQUE,CHARLESTON,ALBUQUERQUENM-ABQ,CHARLESTONSC-CHS,10/1/23,9/30/24
2118,2024,ABQ,CLE,ALBUQUERQUE,NM,USA,CLEVELAND,OH,USA,AA,C,169,264,77,0,0,ALBUQUERQUE,CLEVELAND,ALBUQUERQUENM-ABQ,CLEVELANDOH-CLE,10/1/23,9/30/24
2119,2024,ABQ,CLT,ALBUQUERQUE,NM,USA,CHARLOTTE,NC,USA,AA,C,110,349,86,0,0,ALBUQUERQUE,CHARLOTTE,ALBUQUERQUENM-ABQ,CHARLOTTENC-CLT,10/1/23,9/30/24
2120,2024,ABQ,CMH,ALBUQUERQUE,NM,USA,COLUMBUS,OH,USA,AA,C,228,307,113,0,0,ALBUQUERQUE,COLUMBUS,ALBUQUERQUENM-ABQ,COLUMBUSOH-CMH,10/1/23,9/30/24
2121,2024,ABQ,CMI,ALBUQUERQUE,NM,USA,CHAMPAIGN,IL,USA,AA,C,21,603,270,0,0,ALBUQUERQUE,CHAMPAIGN,ALBUQUERQUENM-ABQ,CHAMPAIGNIL-CMI,10/1/23,9/30/24
2122,2024,ABQ,COS,ALBUQUERQUE,NM,USA,COLORADO SPRINGS,CO,USA,WN,C,466,364,80,0,0,ALBUQUERQUE,COLORADO SPRINGS,ALBUQUERQUENM-ABQ,COLORADO SPRINGSCO-COS,10/1/23,9/30/24
2123,2024,ABQ,CPR,ALBUQUERQUE,NM,USA,CASPER,WY,USA,UA,C,147,204,0,0,0,ALBUQUERQUE,CASPER,ALBUQUERQUENM-ABQ,CASPERWY-CPR,10/1/23,9/30/24
2124,2024,ABQ,CRP,ALBUQUERQUE,NM,USA,CORPUS CHRISTI,TX,USA,WN,C,84,221,89,0,0,ALBUQUERQUE,CORPUS CHRISTI,ALBUQUERQUENM-ABQ,CORPUS CHRISTITX-CRP,10/1/23,9/30/24
2125,2024,ABQ,CRW,ALBUQUERQUE,NM,USA,CHARLESTON,WV,USA,UA,C,87,353,0,0,0,ALBUQUERQUE,CHARLESTON,ALBUQUERQUENM-ABQ,CHARLESTONWV-CRW,10/1/23,9/30/24
2128,2024,ABQ,CVG,ALBUQUERQUE,NM,USA,CINCINNATI,OH,USA,AA,C,214,290,110,0,0,ALBUQUERQUE,CINCINNATI,ALBUQUERQUENM-ABQ,CINCINNATIOH-CVG,10/1/23,9/30/24
2129,2024,ABQ,DAB,ALBUQUERQUE,NM,USA,DAYTONA BEACH,FL,USA,DL,C,64,659,330,0,0,ALBUQUERQUE,DAYTONA BEACH,ALBUQUERQUENM-ABQ,DAYTONA BEACHFL-DAB,10/1/23,9/30/24
2130,2024,ABQ,DAL,ALBUQUERQUE,NM,USA,DALLAS,TX,USA,WN,C,505,355,345,0,0,ALBUQUERQUE,DALLAS,ALBUQUERQUENM-ABQ,DALLASTX-DAL,10/1/23,9/30/24
2131,2024,ABQ,DAY,ALBUQUERQUE,NM,USA,DAYTON,OH,USA,AA,C,2024,311,87,0,0,ALBUQUERQUE,DAYTON,ALBUQUERQUENM-ABQ,DAYTONOH-DAY,10/1/23,9/30/24
2133,2024,ABQ,DSM,ALBUQUERQUE,NM,USA,DES MOINES,IA,USA,WN,C,135,209,91,0,0,ALBUQUERQUE,DES MOINES,ALBUQUERQUENM-ABQ,DES MOINESIA-DSM,10/1/23,9/30/24
2134,2024,ABQ,DTW,ALBUQUERQUE,NM,USA,DETROIT,MI,USA,WN,C,166,298,101,0,0,ALBUQUERQUE,DETROIT,ALBUQUERQUENM-ABQ,DETROITMI-DTW,10/1/23,9/30/24
2135,2024,ABQ,ECP,ALBUQUERQUE,NM,USA,PANAMA CITY,FL,USA,AA,C,262,253,127,0,0,ALBUQUERQUE,PANAMA CITY,ALBUQUERQUENM-ABQ,PANAMA CITYFL-ECP,10/1/23,9/30/24
2136,2024,ABQ,EUG,ALBUQUERQUE,NM,USA,EUGENE,OR,USA,WN,C,82,242,95,0,0,ALBUQUERQUE,EUGENE,ALBUQUERQUENM-ABQ,EUGENEOR-EUG,10/1/23,9/30/24
2137,2024,ABQ,EWN,ALBUQUERQUE,NM,USA,NEW BERN,NC,USA,AA,C,61,541,258,0,0,ALBUQUERQUE,NEW BERN,ALBUQUERQUENM-ABQ,NEW BERNNC-EWN,10/1/23,9/30/24
2138,2024,ABQ,EWR,ALBUQUERQUE,NM,USA,NEW YORK,NY,USA,AA,C,400,391,109,0,0,ALBUQUERQUE,NEW YORK,ALBUQUERQUENM-ABQ,NEW YORKNY-EWR,10/1/23,9/30/24
2139,2024,ABQ,FAI,ALBUQUERQUE,NM,USA,FAIRBANKS,AK,USA,AS,C,150,477,400,0,0,ALBUQUERQUE,FAIRBANKS,ALBUQUERQUENM-ABQ,FAIRBANKSAK-FAI,10/1/23,9/30/24
2140,2024,ABQ,FAR,ALBUQUERQUE,NM,USA,FARGO,ND,USA,AA,C,72,341,116,0,0,ALBUQUERQUE,FARGO,ALBUQUERQUENM-ABQ,FARGOND-FAR,10/1/23,9/30/24
2141,2024,ABQ,FAT,ALBUQUERQUE,NM,USA,FRESNO,CA,USA,WN,C,148,213,52,0,0,ALBUQUERQUE,FRESNO,ALBUQUERQUENM-ABQ,FRESNOCA-FAT,10/1/23,9/30/24
2143,2024,ABQ,FCA,ALBUQUERQUE,NM,USA,KALISPELL,MT,USA,DL,C,126,257,129,0,0,ALBUQUERQUE,KALISPELL,ALBUQUERQUENM-ABQ,KALISPELLMT-FCA,10/1/23,9/30/24
2144,2024,ABQ,FLL,ALBUQUERQUE,NM,USA,FORT LAUDERDALE,FL,USA,WN,C,84,272,85,0,0,ALBUQUERQUE,FORT LAUDERDALE,ALBUQUERQUENM-ABQ,FORT LAUDERDALEFL-FLL,10/1/23,9/30/24
2145,2024,ABQ,FRA,ALBUQUERQUE,NM,USA,FRANKFURT,,GERMANY,UA,C,240,496,0,3000,0,ALBUQUERQUE,FRANKFURT,ALBUQUERQUENM-ABQ,FRANKFURT-FRA,10/1/23,9/30/24
2146,2024,ABQ,FSD,ALBUQUERQUE,NM,USA,SIOUX FALLS,SD,USA,AA,C,78,304,134,0,0,ALBUQUERQUE,SIOUX FALLS,ALBUQUERQUENM-ABQ,SIOUX FALLSSD-FSD,10/1/23,9/30/24
2147,2024,ABQ,FSM,ALBUQUERQUE,NM,USA,FORT SMITH,AR,USA,AA,C,190,486,398,0,0,ALBUQUERQUE,FORT SMITH,ALBUQUERQUENM-ABQ,FORT SMITHAR-FSM,10/1/23,9/30/24
2148,2024,ABQ,GEG,ALBUQUERQUE,NM,USA,SPOKANE,WA,USA,WN,C,527,273,62,0,0,ALBUQUERQUE,SPOKANE,ALBUQUERQUENM-ABQ,SPOKANEWA-GEG,10/1/23,9/30/24
2149,2024,ABQ,GPT,ALBUQUERQUE,NM,USA,GULFPORT,MS,USA,AA,C,315,324,114,0,0,ALBUQUERQUE,GULFPORT,ALBUQUERQUENM-ABQ,GULFPORTMS-GPT,10/1/23,9/30/24
2150,2024,ABQ,GRK,ALBUQUERQUE,NM,USA,KILLEEN,TX,USA,AA,C,255,505,250,0,0,ALBUQUERQUE,KILLEEN,ALBUQUERQUENM-ABQ,KILLEENTX-GRK,10/1/23,9/30/24
2151,2024,ABQ,GRR,ALBUQUERQUE,NM,USA,GRAND RAPIDS,MI,USA,AA,C,74,310,154,0,0,ALBUQUERQUE,GRAND RAPIDS,ALBUQUERQUENM-ABQ,GRAND RAPIDSMI-GRR,10/1/23,9/30/24
2152,2024,ABQ,GSO,ALBUQUERQUE,NM,USA,GREENSBORO/HIGH POINT,NC,USA,DL,C,24,307,154,0,0,ALBUQUERQUE,GREENSBORO/HIGH POINT,ALBUQUERQUENM-ABQ,GREENSBORO/HIGH POINTNC-GSO,10/1/23,9/30/24
2153,2024,ABQ,GSP,ALBUQUERQUE,NM,USA,GREENVILLE,SC,USA,AA,C,11,360,141,0,0,ALBUQUERQUE,GREENVILLE,ALBUQUERQUENM-ABQ,GREENVILLESC-GSP,10/1/23,9/30/24
2154,2024,ABQ,GTF,ALBUQUERQUE,NM,USA,GREAT FALLS,MT,USA,DL,C,321,489,245,0,0,ALBUQUERQUE,GREAT FALLS,ALBUQUERQUENM-ABQ,GREAT FALLSMT-GTF,10/1/23,9/30/24
2156,2024,ABQ,HNL,ALBUQUERQUE,NM,USA,HONOLULU,HI,USA,WN,C,694,394,162,0,0,ALBUQUERQUE,HONOLULU,ALBUQUERQUENM-ABQ,HONOLULUHI-HNL,10/1/23,9/30/24
2157,2024,ABQ,HRL,ALBUQUERQUE,NM,USA,HARLINGEN,TX,USA,AA,C,24,595,233,0,0,ALBUQUERQUE,HARLINGEN,ALBUQUERQUENM-ABQ,HARLINGENTX-HRL,10/1/23,9/30/24
2158,2024,ABQ,HSV,ALBUQUERQUE,NM,USA,HUNTSVILLE,AL,USA,AA,C,1028,364,121,0,0,ALBUQUERQUE,HUNTSVILLE,ALBUQUERQUENM-ABQ,HUNTSVILLEAL-HSV,10/1/23,9/30/24
2159,2024,ABQ,IAD,ALBUQUERQUE,NM,USA,WASHINGTON,DC,USA,WN,C,2311,322,84,0,0,ALBUQUERQUE,WASHINGTON,ALBUQUERQUENM-ABQ,WASHINGTONDC-IAD,10/1/23,9/30/24
2160,2024,ABQ,ICT,ALBUQUERQUE,NM,USA,WICHITA,KS,USA,WN,C,199,159,65,0,0,ALBUQUERQUE,WICHITA,ALBUQUERQUENM-ABQ,WICHITAKS-ICT,10/1/23,9/30/24
2161,2024,ABQ,IDA,ALBUQUERQUE,NM,USA,IDAHO FALLS,ID,USA,DL,C,156,310,155,0,0,ALBUQUERQUE,IDAHO FALLS,ALBUQUERQUENM-ABQ,IDAHO FALLSID-IDA,10/1/23,9/30/24
2162,2024,ABQ,ILM,ALBUQUERQUE,NM,USA,WILMINGTON,NC,USA,DL,C,47,374,187,0,0,ALBUQUERQUE,WILMINGTON,ALBUQUERQUENM-ABQ,WILMINGTONNC-ILM,10/1/23,9/30/24
2163,2024,ABQ,IND,ALBUQUERQUE,NM,USA,INDIANAPOLIS,IN,USA,WN,C,406,314,66,0,0,ALBUQUERQUE,INDIANAPOLIS,ALBUQUERQUENM-ABQ,INDIANAPOLISIN-IND,10/1/23,9/30/24
2164,2024,ABQ,IST,ALBUQUERQUE,NM,USA,ISTANBUL,,TURKEY,DL,C,20,451,386,3691,0,ALBUQUERQUE,ISTANBUL,ALBUQUERQUENM-ABQ,ISTANBUL-IST,10/1/23,9/30/24
2165,2024,ABQ,JAC,ALBUQUERQUE,NM,USA,JACKSON,WY,USA,DL,C,10,224,112,0,0,ALBUQUERQUE,JACKSON,ALBUQUERQUENM-ABQ,JACKSONWY-JAC,10/1/23,9/30/24
2166,2024,ABQ,JAN,ALBUQUERQUE,NM,USA,JACKSON,MS,USA,WN,C,241,226,60,0,0,ALBUQUERQUE,JACKSON,ALBUQUERQUENM-ABQ,JACKSONMS-JAN,10/1/23,9/30/24
2167,2024,ABQ,JAX,ALBUQUERQUE,NM,USA,JACKSONVILLE,FL,USA,AA,C,527,356,116,0,0,ALBUQUERQUE,JACKSONVILLE,ALBUQUERQUENM-ABQ,JACKSONVILLEFL-JAX,10/1/23,9/30/24
2168,2024,ABQ,KWI,ALBUQUERQUE,NM,USA,KUWAIT,,KUWAIT,UA,C,20,719,0,3500,0,ALBUQUERQUE,KUWAIT,ALBUQUERQUENM-ABQ,KUWAIT-KWI,10/1/23,9/30/24
2169,2024,ABQ,LAW,ALBUQUERQUE,NM,USA,LAWTON,OK,USA,AA,C,89,436,264,0,0,ALBUQUERQUE,LAWTON,ALBUQUERQUENM-ABQ,LAWTONOK-LAW,10/1/23,9/30/24
2170,2024,ABQ,LEX,ALBUQUERQUE,NM,USA,LEXINGTON,KY,USA,AA,C,79,378,109,0,0,ALBUQUERQUE,LEXINGTON,ALBUQUERQUENM-ABQ,LEXINGTONKY-LEX,10/1/23,9/30/24
2171,2024,ABQ,LGA,ALBUQUERQUE,NM,USA,NEW YORK,NY,USA,WN,C,229,274,90,0,0,ALBUQUERQUE,NEW YORK,ALBUQUERQUENM-ABQ,NEW YORKNY-LGA,10/1/23,9/30/24
2172,2024,ABQ,LGB,ALBUQUERQUE,NM,USA,LONG BEACH,CA,USA,WN,C,100,221,88,0,0,ALBUQUERQUE,LONG BEACH,ALBUQUERQUENM-ABQ,LONG BEACHCA-LGB,10/1/23,9/30/24
2173,2024,ABQ,LIH,ALBUQUERQUE,NM,USA,KAUAI ISLAND,HI,USA,WN,C,20,364,181,0,0,ALBUQUERQUE,KAUAI ISLAND,ALBUQUERQUENM-ABQ,KAUAI ISLANDHI-LIH,10/1/23,9/30/24
2174,2024,ABQ,LIT,ALBUQUERQUE,NM,USA,LITTLE ROCK,AR,USA,WN,C,483,218,90,0,0,ALBUQUERQUE,LITTLE ROCK,ALBUQUERQUENM-ABQ,LITTLE ROCKAR-LIT,10/1/23,9/30/24
2175,2024,ABQ,LON,ALBUQUERQUE,NM,USA,LONDON,,UNITED KINGDOM,AA,C,274,341,0,6000,0,ALBUQUERQUE,LONDON,ALBUQUERQUENM-ABQ,LONDON-LON,10/1/23,9/30/24
2178,2024,ABQ,MCI,ALBUQUERQUE,NM,USA,KANSAS CITY,MO,USA,WN,C,1048,234,88,0,0,ALBUQUERQUE,KANSAS CITY,ALBUQUERQUENM-ABQ,KANSAS CITYMO-MCI,10/1/23,9/30/24
2179,2024,ABQ,MCO,ALBUQUERQUE,NM,USA,ORLANDO,FL,USA,WN,C,913,354,80,0,0,ALBUQUERQUE,ORLANDO,ALBUQUERQUENM-ABQ,ORLANDOFL-MCO,10/1/23,9/30/24
2180,2024,ABQ,MDT,ALBUQUERQUE,NM,USA,HARRISBURG,PA,USA,AA,C,178,421,130,0,0,ALBUQUERQUE,HARRISBURG,ALBUQUERQUENM-ABQ,HARRISBURGPA-MDT,10/1/23,9/30/24
2181,2024,ABQ,MDW,ALBUQUERQUE,NM,USA,CHICAGO,IL,USA,WN,C,235,368,255,0,0,ALBUQUERQUE,CHICAGO,ALBUQUERQUENM-ABQ,CHICAGOIL-MDW,10/1/23,9/30/24
2182,2024,ABQ,MEM,ALBUQUERQUE,NM,USA,MEMPHIS,TN,USA,WN,C,152,245,93,0,0,ALBUQUERQUE,MEMPHIS,ALBUQUERQUENM-ABQ,MEMPHISTN-MEM,10/1/23,9/30/24
2183,2024,ABQ,MEX,ALBUQUERQUE,NM,USA,MEXICO CITY,,MEXICO,AA,C,26,360,163,662,0,ALBUQUERQUE,MEXICO CITY,ALBUQUERQUENM-ABQ,MEXICO CITY-MEX,10/1/23,9/30/24
2184,2024,ABQ,MFE,ALBUQUERQUE,NM,USA,MISSION,TX,USA,AA,C,138,304,104,0,0,ALBUQUERQUE,MISSION,ALBUQUERQUENM-ABQ,MISSIONTX-MFE,10/1/23,9/30/24
2186,2024,ABQ,MGM,ALBUQUERQUE,NM,USA,MONTGOMERY,AL,USA,AA,C,393,329,145,0,0,ALBUQUERQUE,MONTGOMERY,ALBUQUERQUENM-ABQ,MONTGOMERYAL-MGM,10/1/23,9/30/24
2187,2024,ABQ,MHK,ALBUQUERQUE,NM,USA,MANHATTAN,KS,USA,AA,C,53,445,0,0,0,ALBUQUERQUE,MANHATTAN,ALBUQUERQUENM-ABQ,MANHATTANKS-MHK,10/1/23,9/30/24
2189,2024,ABQ,MIA,ALBUQUERQUE,NM,USA,MIAMI,FL,USA,AA,C,168,275,83,0,0,ALBUQUERQUE,MIAMI,ALBUQUERQUENM-ABQ,MIAMIFL-MIA,10/1/23,9/30/24
2190,2024,ABQ,MKE,ALBUQUERQUE,NM,USA,MILWAUKEE,WI,USA,WN,C,128,333,97,0,0,ALBUQUERQUE,MILWAUKEE,ALBUQUERQUENM-ABQ,MILWAUKEEWI-MKE,10/1/23,9/30/24
2192,2024,ABQ,MLI,ALBUQUERQUE,NM,USA,MOLINE,IL,USA,AA,C,23,314,116,0,0,ALBUQUERQUE,MOLINE,ALBUQUERQUENM-ABQ,MOLINEIL-MLI,10/1/23,9/30/24
2193,2024,ABQ,MOB,ALBUQUERQUE,NM,USA,MOBILE,AL,USA,AA,C,87,318,129,0,0,ALBUQUERQUE,MOBILE,ALBUQUERQUENM-ABQ,MOBILEAL-MOB,10/1/23,9/30/24
2195,2024,ABQ,MRY,ALBUQUERQUE,NM,USA,CARMEL,CA,USA,AA,C,78,357,243,0,0,ALBUQUERQUE,CARMEL,ALBUQUERQUENM-ABQ,CARMELCA-MRY,10/1/23,9/30/24
2196,2024,ABQ,MSN,ALBUQUERQUE,NM,USA,MADISON,WI,USA,AA,C,150,345,115,0,0,ALBUQUERQUE,MADISON,ALBUQUERQUENM-ABQ,MADISONWI-MSN,10/1/23,9/30/24
2197,2024,ABQ,MSO,ALBUQUERQUE,NM,USA,MISSOULA,MT,USA,DL,C,251,276,138,0,0,ALBUQUERQUE,MISSOULA,ALBUQUERQUENM-ABQ,MISSOULAMT-MSO,10/1/23,9/30/24
2198,2024,ABQ,MSP,ALBUQUERQUE,NM,USA,MINNEAPOLIS,MN,USA,WN,C,550,250,78,0,0,ALBUQUERQUE,MINNEAPOLIS,ALBUQUERQUENM-ABQ,MINNEAPOLISMN-MSP,10/1/23,9/30/24
2199,2024,ABQ,MSY,ALBUQUERQUE,NM,USA,NEW ORLEANS,LA,USA,AA,C,313,296,115,0,0,ALBUQUERQUE,NEW ORLEANS,ALBUQUERQUENM-ABQ,NEW ORLEANSLA-MSY,10/1/23,9/30/24
2200,2024,ABQ,MUC,ALBUQUERQUE,NM,USA,MUNICH,,GERMANY,UA,C,41,707,0,3000,0,ALBUQUERQUE,MUNICH,ALBUQUERQUENM-ABQ,MUNICH-MUC,10/1/23,9/30/24
2201,2024,ABQ,NAP,ALBUQUERQUE,NM,USA,NAPLES,,ITALY,DL,C,13,660,620,3335,0,ALBUQUERQUE,NAPLES,ALBUQUERQUENM-ABQ,NAPLES-NAP,10/1/23,9/30/24
2203,2024,ABQ,OAK,ALBUQUERQUE,NM,USA,OAKLAND,CA,USA,WN,C,496,272,96,0,0,ALBUQUERQUE,OAKLAND,ALBUQUERQUENM-ABQ,OAKLANDCA-OAK,10/1/23,9/30/24
2204,2024,ABQ,OGG,ALBUQUERQUE,NM,USA,KAHULUI,HI,USA,WN,C,194,347,161,0,0,ALBUQUERQUE,KAHULUI,ALBUQUERQUENM-ABQ,KAHULUIHI-OGG,10/1/23,9/30/24
2205,2024,ABQ,OKA,ALBUQUERQUE,NM,USA,OKINAWA,,JAPAN,AA,C,144,1069,429,0,0,ALBUQUERQUE,OKINAWA,ALBUQUERQUENM-ABQ,OKINAWA-OKA,10/1/23,9/30/24
2206,2024,ABQ,OKC,ALBUQUERQUE,NM,USA,OKLAHOMA CITY,OK,USA,WN,C,820,222,84,0,0,ALBUQUERQUE,OKLAHOMA CITY,ALBUQUERQUENM-ABQ,OKLAHOMA CITYOK-OKC,10/1/23,9/30/24
2207,2024,ABQ,OMA,ALBUQUERQUE,NM,USA,OMAHA,NE,USA,WN,C,645,271,89,0,0,ALBUQUERQUE,OMAHA,ALBUQUERQUENM-ABQ,OMAHANE-OMA,10/1/23,9/30/24
2208,2024,ABQ,ONT,ALBUQUERQUE,NM,USA,ONTARIO,CA,USA,WN,C,269,236,87,0,0,ALBUQUERQUE,ONTARIO,ALBUQUERQUENM-ABQ,ONTARIOCA-ONT,10/1/23,9/30/24
2209,2024,ABQ,ORD,ALBUQUERQUE,NM,USA,CHICAGO,IL,USA,AA,N,918,217,67,0,0,ALBUQUERQUE,CHICAGO,ALBUQUERQUENM-ABQ,CHICAGOIL-ORD,10/1/23,9/30/24
2210,2024,ABQ,ORF,ALBUQUERQUE,NM,USA,NORFOLK,VA,USA,AA,C,813,413,114,0,0,ALBUQUERQUE,NORFOLK,ALBUQUERQUENM-ABQ,NORFOLKVA-ORF,10/1/23,9/30/24
2211,2024,ABQ,PAR,ALBUQUERQUE,NM,USA,PARIS,,FRANCE,DL,C,23,642,491,3396,0,ALBUQUERQUE,PARIS,ALBUQUERQUENM-ABQ,PARIS-PAR,10/1/23,9/30/24
2212,2024,ABQ,PBI,ALBUQUERQUE,NM,USA,WEST PALM BEACH,FL,USA,AA,C,72,442,122,0,0,ALBUQUERQUE,WEST PALM BEACH,ALBUQUERQUENM-ABQ,WEST PALM BEACHFL-PBI,10/1/23,9/30/24
2213,2024,ABQ,PHF,ALBUQUERQUE,NM,USA,NEWPORT NEWS,VA,USA,AA,C,119,535,372,0,0,ALBUQUERQUE,NEWPORT NEWS,ALBUQUERQUENM-ABQ,NEWPORT NEWSVA-PHF,10/1/23,9/30/24
2214,2024,ABQ,PHL,ALBUQUERQUE,NM,USA,PHILADELPHIA,PA,USA,WN,C,747,365,108,0,0,ALBUQUERQUE,PHILADELPHIA,ALBUQUERQUENM-ABQ,PHILADELPHIAPA-PHL,10/1/23,9/30/24
2215,2024,ABQ,PIT,ALBUQUERQUE,NM,USA,PITTSBURGH,PA,USA,WN,C,192,335,103,0,0,ALBUQUERQUE,PITTSBURGH,ALBUQUERQUENM-ABQ,PITTSBURGHPA-PIT,10/1/23,9/30/24
2216,2024,ABQ,PNS,ALBUQUERQUE,NM,USA,PENSACOLA,FL,USA,WN,C,375,278,97,0,0,ALBUQUERQUE,PENSACOLA,ALBUQUERQUENM-ABQ,PENSACOLAFL-PNS,10/1/23,9/30/24
2217,2024,ABQ,PSC,ALBUQUERQUE,NM,USA,PASCO,WA,USA,AS,C,202,244,159,0,0,ALBUQUERQUE,PASCO,ALBUQUERQUENM-ABQ,PASCOWA-PSC,10/1/23,9/30/24
2218,2024,ABQ,PSP,ALBUQUERQUE,NM,USA,PALM SPRINGS,CA,USA,DL,C,72,196,98,0,0,ALBUQUERQUE,PALM SPRINGS,ALBUQUERQUENM-ABQ,PALM SPRINGSCA-PSP,10/1/23,9/30/24
2219,2024,ABQ,PVD,ALBUQUERQUE,NM,USA,PROVIDENCE,RI,USA,AA,C,133,450,154,0,0,ALBUQUERQUE,PROVIDENCE,ALBUQUERQUENM-ABQ,PROVIDENCERI-PVD,10/1/23,9/30/24
2220,2024,ABQ,PWM,ALBUQUERQUE,NM,USA,PORTLAND,ME,USA,AA,C,44,450,154,0,0,ALBUQUERQUE,PORTLAND,ALBUQUERQUENM-ABQ,PORTLANDME-PWM,10/1/23,9/30/24
2221,2024,ABQ,RAP,ALBUQUERQUE,NM,USA,RAPID CITY,SD,USA,UA,C,289,290,0,0,0,ALBUQUERQUE,RAPID CITY,ALBUQUERQUENM-ABQ,RAPID CITYSD-RAP,10/1/23,9/30/24
2223,2024,ABQ,RDM,ALBUQUERQUE,NM,USA,BEND,OR,USA,AS,C,132,227,109,0,0,ALBUQUERQUE,BEND,ALBUQUERQUENM-ABQ,BENDOR-RDM,10/1/23,9/30/24
2224,2024,ABQ,RDU,ALBUQUERQUE,NM,USA,DURHAM,NC,USA,AA,C,518,333,122,0,0,ALBUQUERQUE,DURHAM,ALBUQUERQUENM-ABQ,DURHAMNC-RDU,10/1/23,9/30/24
2225,2024,ABQ,RIC,ALBUQUERQUE,NM,USA,RICHMOND,VA,USA,AA,C,1036,407,133,0,0,ALBUQUERQUE,RICHMOND,ALBUQUERQUENM-ABQ,RICHMONDVA-RIC,10/1/23,9/30/24
